eps_scaled,h_scaled,t_scaled,w_scaled,model_values,rel_error
7.171781854066139,0.8119708233199251,0.0069823094507583715,1.5003549269708596,41.33313622834718,0.0013142839436429852
2.701303789660008,0.16050859911827442,0.05461719768946805,0.3910733891270114,41.195578670666464,0.0020181113193043637
8.288017371841782,0.49900819439980626,0.10074229783890878,0.7129551945658084,41.685034071051994,0.009839171444137767
5.516621214111631,0.7970151331772866,0.07382676202322545,1.6197915064736734,41.22083484347781,0.0014062688872653912
6.687953991983419,0.7224580470559967,0.09754495797648655,1.2864542006544963,41.09024259688795,0.004569926277314584
7.2831290039233725,0.1325193615642689,0.06558393102892608,0.16459098564668412,41.0342914622456,0.005925368313232856
9.215855515602708,0.9102974983679472,0.100815271799869,1.317408946869295,41.383357181639845,0.0025309096941643
8.289836303475905,0.7936534539371282,0.044952798579722925,1.3108161162413607,41.002788970334336,0.006688530705660552
6.623669019763742,0.6010052369506511,0.0746225795967332,1.0837591117754526,41.11274275372129,0.004024849603148506
6.99516532519643,0.6610768498838038,0.0074126414430076585,1.2550621233453736,40.90590672120081,0.009035547863566362
6.912150681318487,0.9154783370295715,0.02740205389262774,1.7220873140992832,41.01548782653044,0.006380895058835782
2.7851910025013153,0.699710811154083,0.08015982478849185,1.8713378166333978,41.4422065533241,0.003956562858807015
3.5546401893026114,0.7527519676141603,0.08565044455700506,1.8522652635813355,41.19118797578635,0.002124477927335484
6.750880992551859,0.6019608258119317,0.061740001221488934,1.069466897760673,41.636213407550954,0.00865646835949569
3.312235678975628,0.49072525179258836,0.09427480315905674,1.1982816018746114,41.03645727509039,0.005872900498406033
2.2086091229911307,0.7052925093534732,0.10256856351325758,1.99714725203704,41.54936324597132,0.006552483148403527
9.647216898783189,0.8864884839198947,0.06257448258529369,1.2725447783421335,41.61067283223954,0.008037736145753793
4.827024707443403,0.6542818419361701,0.07585614550405106,1.3896113221316644,41.53570557769859,0.006221619836911874
4.918790208273347,0.639423754015404,0.08070054131409769,1.3504197518904322,41.219800906119886,0.0014313164965121933
5.138689861534438,0.9375489481960162,0.09661016272722459,1.9617244794670818,41.256002301487165,0.0005543210011864125
9.456145018650268,0.8765913820679111,0.10087144519183436,1.250723525657381,41.174464443717945,0.0025296132029548144
3.773988084229498,0.3285880370935819,0.05762447804043705,0.7569439423467399,41.5038942152219,0.005450974912615565
8.524325670047164,0.9950747031937507,0.04397591342527415,1.611135930713517,41.2972936131682,0.00044598006381321037
9.821319751990693,0.8728703912869903,0.08255492142056668,1.247766566647458,40.88121856635951,0.009633629798366466
7.310077558205506,0.7219376739988296,0.055320395732231194,1.2527556165869882,41.443097693752385,0.003978151146589335
4.909732460394211,0.30947651115857966,0.0299162290912322,0.6672607231584313,41.13917009678602,0.003384635031691915
7.036155464555458,0.912861166924054,0.09289548961689875,1.5814134028302385,41.64707639589596,0.00891962926110435
5.22051080609399,0.6470762971746167,0.04730503358944608,1.374248684537166,41.09265933364017,0.004511379715128632
9.183155287016733,0.20657618730293564,0.08722857660831644,0.22042658096956874,41.29246638739715,0.0003290382936636596
2.54966075132398,0.5862486935241534,0.09935240668169348,1.5781731948018225,41.339762704142224,0.0014748133752624216
9.297243196367148,0.6319919004490739,0.012820398310578348,0.978076788895432,41.43957149725017,0.0038927274103852123
9.45686315031907,0.4908183139675071,0.04565997944088445,0.7113277266968642,41.258763130820185,0.0004874386375687213
5.469582604803422,0.47641460676185626,0.10382251727102791,0.8938052581828091,41.35525716414655,0.0018501738134012826
4.924937923249183,0.3572602854112918,0.10336954546852548,0.6793578407955573,41.29803442084175,0.0004639264712932579
9.147986179607905,0.15787582035268155,0.0939870039115124,0.13310062993740743,41.48985493857288,0.005110866962247786
2.671603556980769,0.6768422903968593,0.07440491762060844,1.8599858732760604,40.99096364136753,0.006975004752570068
3.892489462498853,0.7715368440877717,0.07637168018816373,1.8577400899821543,40.90686823458033,0.009012254758591225
3.0431305738964616,0.6370590674975288,0.04225363225052069,1.6819628862150735,41.63109998576874,0.008532593359010092
3.030231062201623,0.6284444600962464,0.04508000366439396,1.687491200041022,40.91431840891793,0.008831770849968971
2.6178378327187914,0.6242706494985233,0.10243741938194403,1.6720803883695166,41.29186060538527,0.0003143629450982445
4.402931538332412,0.7655262496871995,0.04739003789930089,1.765516954634941,41.24203610560751,0.0008926585362186863
2.2581288203234746,0.2791913089815362,0.02218439404460534,0.8201291188879493,40.91659128331424,0.008776709419690288
2.866089114253317,0.4709431859498949,0.030335418156469698,1.291884760715541,40.957967700599696,0.007774346632181191
2.5844461744454073,0.3394349544384155,0.012779925202490168,0.966882376421248,41.283310104966176,0.00010722312978876017
9.389821930772182,0.8948919974880779,0.034831900742362636,1.3819824376188392,40.92729363473984,0.008517440021524264
